Jornada;HoraP1;HoraP2;GRAVEDAD_ACCIDENTE;CLASE_ACCIDENTE;direccion_normalizada;tipo_principal;num_principal;tipo_secundaria;num_secundaria;FRECUENCIA;Heridos;Muertos;Material;YEAR;MES;DIA;Ponderacion;Riesgo
Tarde;No;No;Material;Choque;CL 60 47 73;CL;60;;;1;no;no;no;2020;January;Thu;4.33;Bajo
Morning;No;No;Material;Choque;CL 60 50 83;CL;60;;;1;no;no;no;2019;May;Thu;4.0;Bajo
Noche;No;No;Material;Choque;CL 60 9M 110;CL;60;;;1;no;no;no;2020;September;Fri;4.67;Bajo
Noche;No;No;Heridos;Choque;CL 60 B CR 6;CL;60;CR;6;1;si;no;no;2021;October;Tue;5.67;Bajo
Tarde;No;No;Heridos;Choque;CL 60 13;CL;60;;;1;si;no;no;2022;October;Thu;5.33;Bajo
Tarde;No;No;Heridos;Choque;CR 11 CL 60;CR;11;CL;60;1;si;no;no;2018;May;Sat;5.33;Bajo
Morning;No;No;Heridos;Atropello;CL 60 CR 12;CL;60;CR;12;1;si;no;no;2022;February;Thu;6.33;Moderado
Morning;Si;No;Heridos;Choque;CL 60 CR 12;CL;60;CR;12;1;si;no;no;2023;December;Wed;8.0;Moderado
Tarde;No;No;Material;Choque;CR 13 CL 60;CR;13;CL;60;2;no;no;no;2019;February;Sun;5.33;Bajo
Tarde;No;No;Heridos;Atropello;CR 13 CL 60;CR;13;CL;60;2;si;no;no;2019;April;Mon;7.67;Moderado
Noche;No;No;Heridos;Choque;CL 60 CR 13;CL;60;CR;13;3;si;no;no;2019;June;Tue;7.67;Moderado
Tarde;No;No;Heridos;Choque;CL 60 CR 13;CL;60;CR;13;3;si;no;no;2019;August;Sat;7.33;Moderado
Noche;No;No;Heridos;Choque;CL 60 CR 13;CL;60;CR;13;3;si;no;no;2021;July;Mon;7.67;Moderado
Noche;No;No;Heridos;Choque;CL 60 CR 13;CL;60;CR;13;1;si;no;no;2021;December;Sat;5.67;Bajo
Morning;No;No;Heridos;Choque;CL 60 CR 13;CL;60;CR;13;1;si;no;no;2024;March;Fri;5.0;Bajo
Morning;No;No;Material;Choque;CLL 60 CR 13A;CR;13A;;;1;no;no;no;2021;April;Fri;4.0;Bajo
Morning;No;No;Material;Choque;CL 60 CR 13B;CL;60;CR;13B;1;no;no;no;2021;October;Fri;4.0;Bajo
Tarde;No;No;Heridos;Choque;CL 60 CR 13B;CL;60;CR;13B;1;si;no;no;2023;February;Fri;5.33;Bajo
Noche;No;Si;Material;Choque;CL 60 CR 14;CL;60;CR;14;2;no;no;no;2018;August;Wed;8.67;Moderado
Morning;Si;No;Heridos;Choque;CR 14 CL 60;CR;14;CL;60;2;si;no;no;2018;September;Sat;9.0;Moderado
Morning;Si;No;Heridos;Choque;CL 60 CR 14;CL;60;CR;14;2;si;no;no;2018;December;Thu;9.0;Moderado
Noche;No;No;Material;Choque;CR 14 CL 60;CR;14;CL;60;2;no;no;no;2021;April;Tue;5.67;Bajo
Morning;No;No;Heridos;Choque;CL 60 CR 14;CL;60;CR;14;2;si;no;no;2022;January;Sun;6.0;Bajo
Tarde;No;No;Heridos;Choque;CL 60 CR 14;CL;60;CR;14;1;si;no;no;2022;July;Sun;5.33;Bajo
Morning;No;No;Heridos;Choque;CL 60 CR 14;CL;60;CR;14;1;si;no;no;2023;May;Tue;5.0;Bajo
Morning;No;No;Heridos;Choque;CL 60 CR 14;CL;60;CR;14;2;si;no;no;2025;July;Mon;6.0;Bajo
Noche;No;No;Material;Choque;CL 60 CR 15;CL;60;CR;15;6;no;no;no;2018;May;Fri;6.67;Moderado
Morning;No;No;Heridos;Choque;CR 15 CL 60;CR;15;CL;60;2;si;no;no;2018;July;Sat;6.0;Bajo
Tarde;No;No;Heridos;Choque;CL 60 CR 15;CL;60;CR;15;6;si;no;no;2018;August;Thu;7.33;Moderado
Morning;No;No;Material;Choque;CR 15 CL 60;CR;15;CL;60;2;no;no;no;2018;September;Thu;5.0;Bajo
Morning;No;No;Heridos;Choque;CL 60 CR 15;CL;60;CR;15;6;si;no;no;2018;November;Sat;7.0;Moderado
Noche;No;No;Material;Choque;CR 15 CL 60;CR;15;CL;60;1;no;no;no;2018;December;Tue;4.67;Bajo
Tarde;No;No;Heridos;Choque;CL 60 CR 15;CL;60;CR;15;1;si;no;no;2019;August;Sat;5.33;Bajo
Noche;No;Si;Heridos;Choque;CL 60 CR 15;CL;60;CR;15;6;si;no;no;2022;April;Fri;10.67;Alto
Morning;Si;No;Heridos;Choque;CL 60 CR 15;CL;60;CR;15;2;si;no;no;2022;May;Mon;9.0;Moderado
Noche;No;No;Material;Choque;CL 60 CR 15;CL;60;CR;15;6;no;no;no;2022;June;Thu;6.67;Moderado
Morning;Si;No;Heridos;Atropello;CL 60 CR 15;CL;60;CR;15;2;si;no;no;2022;October;Sat;10.33;Alto
Morning;No;No;Heridos;Choque;CL 60 CR 15;CL;60;CR;15;6;si;no;no;2024;September;Sat;7.0;Moderado
Tarde;No;No;Heridos;Atropello;CR 16 CL 60;CR;16;CL;60;1;si;no;no;2018;May;Wed;6.67;Moderado
Morning;No;No;Heridos;Choque;CR 16 CL 60;CR;16;CL;60;1;si;no;no;2018;September;Fri;5.0;Bajo
Morning;No;No;Heridos;Choque;CL 60 CR 16;CL;60;CR;16;5;si;no;no;2019;July;Thu;7.0;Moderado
Tarde;No;No;Material;Choque;CL 60 CR 16;CL;60;CR;16;5;no;no;no;2020;April;Fri;6.33;Moderado
Tarde;No;No;Heridos;Choque;CL 60 CR 16;CL;60;CR;16;5;si;no;no;2020;July;Mon;7.33;Moderado
Morning;No;No;Material;Choque;CL 60 CR 16;CL;60;CR;16;5;no;no;no;2021;April;Fri;6.0;Bajo
Noche;No;No;Material;Choque;CL 60 CR 16;CL;60;CR;16;5;no;no;no;2021;November;Tue;6.67;Moderado
Noche;No;Si;Heridos;Choque;CL 60 CR 18;CL;60;CR;18;1;si;no;no;2020;March;Sun;8.67;Moderado
Morning;No;No;Heridos;Choque;CL 60 CR 18;CL;60;CR;18;1;si;no;no;2023;July;Sat;5.0;Bajo
Morning;No;No;Heridos;Choque;CL 60 CR 18;CL;60;CR;18;1;si;no;no;2024;January;Wed;5.0;Bajo
Tarde;No;No;Heridos;Choque;CL 60 CR 19;CL;60;CR;19;1;si;no;no;2021;August;Mon;5.33;Bajo
Tarde;No;No;Material;Choque;CL 60 CR 20;CL;60;CR;20;4;no;no;no;2018;April;Sun;6.33;Moderado
Noche;No;No;Material;Choque;CL 60 CR 20;CL;60;CR;20;4;no;no;no;2018;August;Thu;6.67;Moderado
Morning;No;No;Heridos;Caida Ocupante;CL 60 CR 20;CL;60;CR;20;4;si;no;no;2021;November;Mon;7.67;Moderado
Morning;No;No;Heridos;Choque;CL 60 CR 20;CL;60;CR;20;4;si;no;no;2022;August;Sat;7.0;Moderado
Morning;No;No;Heridos;Choque;CR 20 CL 60;CR;20;CL;60;1;si;no;no;2023;August;Wed;5.0;Bajo
Noche;No;No;Material;Choque;CL 60 CR 20B;CL;60;CR;20B;1;no;no;no;2018;April;Thu;4.67;Bajo
Tarde;No;No;Heridos;Caida Ocupante;CR 20B CL 60;CR;20B;CL;60;1;si;no;no;2018;May;Sat;6.0;Bajo
Morning;No;No;Heridos;Choque;CL 60 CR 20B;CL;60;CR;20B;2;si;no;no;2019;May;Mon;6.0;Bajo
Morning;No;No;Material;Choque;CL 60 CR 20B;CL;60;CR;20B;2;no;no;no;2019;June;Tue;5.0;Bajo
Tarde;No;No;Material;Choque;CR 21 CL 60;CR;21;CL;60;1;no;no;no;2018;March;Sun;4.33;Bajo
Tarde;No;No;Heridos;Choque;CL 60 CR 21;CL;60;CR;21;2;si;no;no;2020;February;Thu;6.33;Moderado
Noche;No;No;Material;Choque;CL 60 CR 21;CL;60;CR;21;2;no;no;no;2021;January;Thu;5.67;Bajo
Noche;No;No;Heridos;Choque;CR 21B CL 60;CR;21B;CL;60;3;si;no;no;2018;June;Sun;7.67;Moderado
Morning;No;No;Heridos;Choque;CR 21B CL 60;CR;21B;CL;60;1;si;no;no;2018;October;Thu;5.0;Bajo
Morning;No;No;Heridos;Atropello;CR 21B CL 60;CR;21B;CL;60;3;si;no;no;2019;July;Wed;8.33;Moderado
Tarde;No;No;Material;Choque;CL 60 CR 21B;CL;60;CR;21B;3;no;no;no;2019;November;Thu;6.33;Moderado
Tarde;No;No;Material;Choque;CL 60 CR 21B;CL;60;CR;21B;3;no;no;no;2021;March;Mon;6.33;Moderado
Tarde;No;No;Heridos;Choque;CL 60 CR 21B;CL;60;CR;21B;3;si;no;no;2021;May;Mon;7.33;Moderado
Tarde;No;No;Material;Choque;CR 21B CL 60;CR;21B;CL;60;3;no;no;no;2021;June;Sat;6.33;Moderado
Morning;Si;No;Heridos;Choque;CR 21B CL 60;CR;21B;CL;60;1;si;no;no;2022;January;Thu;8.0;Moderado
Morning;No;No;Material;Choque;CL 60 CR 21B;CL;60;CR;21B;1;no;no;no;2022;May;Sun;4.0;Bajo
Tarde;No;No;Material;Choque;CR 23 CL 60;CR;23;CL;60;1;no;no;no;2018;April;Fri;4.33;Bajo
Tarde;No;No;Heridos;Choque;CL 60 CR 23;CL;60;CR;23;1;si;no;no;2021;June;Tue;5.33;Bajo
Tarde;No;No;Heridos;Choque;CR 24 CL 60;CR;24;CL;60;1;si;no;no;2018;August;Fri;5.33;Bajo
Tarde;No;No;Material;Choque;CL 60 CR 24;CL;60;CR;24;1;no;no;no;2019;August;Tue;4.33;Bajo
Noche;No;No;Material;Choque;CR 25 CL 60;CR;25;CL;60;1;no;no;no;2019;March;Thu;4.67;Bajo
Morning;No;No;Heridos;Choque;CR 25 CL 60;CR;25;CL;60;1;si;no;no;2020;February;Thu;5.0;Bajo
Tarde;No;No;Material;Choque;CR 26 CL 60;CR;26;CL;60;1;no;no;no;2018;May;Tue;4.33;Bajo
Tarde;No;No;Material;Choque;CR 27 CL 60;CR;27;CL;60;1;no;no;no;2018;June;Mon;4.33;Bajo
Noche;No;No;Material;Choque;CL 60 CR 27;CL;60;CR;27;2;no;no;no;2019;April;Wed;5.67;Bajo
Tarde;No;No;Material;Choque;CL 60 CR 27;CL;60;CR;27;2;no;no;no;2019;June;Tue;5.33;Bajo
Tarde;No;No;Material;Choque;CL 60 CR 27 60 15;CL;60;CR;27;1;no;no;no;2018;July;Tue;4.33;Bajo
Tarde;No;No;Material;Choque;CL 60 CR 31;CL;60;CR;31;1;no;no;no;2018;January;Sat;4.33;Bajo
Noche;No;No;Material;Choque;CR 31 CL 60;CR;31;CL;60;1;no;no;no;2018;November;Sun;4.67;Bajo
Noche;No;No;Heridos;Choque;CL 60 CR 35;CL;60;CR;35;1;si;no;no;2022;January;Mon;5.67;Bajo
Morning;No;No;Heridos;Choque;CL 60 CR 36;CL;60;CR;36;1;si;no;no;2020;July;Sat;5.0;Bajo
Morning;No;No;Heridos;Choque;CR 37 CL 60;CR;37;CL;60;1;si;no;no;2018;February;Thu;5.0;Bajo
Tarde;No;No;Material;Choque;CL 60 CR 37;CL;60;CR;37;1;no;no;no;2020;October;Thu;4.33;Bajo
Tarde;No;No;Heridos;Choque;CL 60 CR 37;CL;60;CR;37;1;si;no;no;2021;September;Sun;5.33;Bajo
Morning;No;No;Heridos;Choque;CR 38 CL 60;CR;38;CL;60;4;si;no;no;2018;May;Sun;7.0;Moderado
Noche;No;Si;Heridos;Choque;CR 38 CL 60;CR;38;CL;60;12;si;no;no;2018;October;Mon;10.67;Alto
Morning;No;No;Heridos;Choque;CR 38 CL 60;CR;38;CL;60;12;si;no;no;2018;November;Wed;7.0;Moderado
Tarde;No;No;Material;Choque;CR 38 CL 60;CR;38;CL;60;5;no;no;no;2019;April;Sat;6.33;Moderado
Tarde;No;No;Material;Choque;CR 38 CL 60;CR;38;CL;60;12;no;no;no;2019;April;Wed;6.33;Moderado
Tarde;No;No;Heridos;Choque;CL 60 CR 38;CL;60;CR;38;1;si;no;no;2019;May;Thu;5.33;Bajo
Morning;No;No;Material;Choque;CR 38 CL 60;CR;38;CL;60;12;no;no;no;2019;August;Mon;6.0;Bajo
Morning;No;No;Material;Choque;CR 38 CL 60;CR;38;CL;60;5;no;no;no;2019;August;Mon;6.0;Bajo
Tarde;No;No;Heridos;Choque;CR 38 CL 60;CR;38;CL;60;12;si;no;no;2019;August;Thu;7.33;Moderado
Morning;No;No;Material;Choque;CR 38 CL 60;CR;38;CL;60;5;no;no;no;2019;September;Wed;6.0;Bajo
Morning;Si;No;Material;Choque;CR 38 CL 60;CR;38;CL;60;12;no;no;no;2019;September;Fri;9.0;Moderado
Noche;No;No;Material;Choque;CR 38 CL 60;CR;38;CL;60;12;no;no;no;2019;October;Tue;6.67;Moderado
Tarde;No;No;Heridos;Choque;CR 38 CL 60;CR;38;CL;60;12;si;no;no;2020;February;Thu;7.33;Moderado
Tarde;No;No;Heridos;Choque;CR 38 CL 60;CR;38;CL;60;12;si;no;no;2020;March;Mon;7.33;Moderado
Tarde;No;No;Material;Choque;CR 38 CL 60;CR;38;CL;60;12;no;no;no;2020;April;Wed;6.33;Moderado
Noche;No;Si;Heridos;Choque;CR 38 CL 60;CR;38;CL;60;12;si;no;no;2020;July;Thu;10.67;Alto
Tarde;No;No;Material;Choque;CR 38 CLL 60;CR;38;;;1;no;no;no;2021;March;Mon;4.33;Bajo
Noche;No;Si;Material;Choque;CR 38 CL 60;CR;38;CL;60;12;no;no;no;2021;May;Sat;9.67;Moderado
Morning;Si;No;Heridos;Choque;CR 38 CL 60;CR;38;CL;60;5;si;no;no;2022;February;Sat;10.0;Moderado
Noche;No;No;Material;Choque;CR 38 CL 60;CR;38;CL;60;4;no;no;no;2022;May;Mon;6.67;Moderado
Morning;Si;No;Heridos;Choque;CR 38 CL 60;CR;38;CL;60;4;si;no;no;2025;January;Tue;10.0;Moderado
Tarde;No;No;Heridos;Choque;CR 38 CL 60;CR;38;CL;60;5;si;no;no;2025;February;Mon;7.33;Moderado
Morning;No;No;Heridos;Choque;CR 38 CL 60;CR;38;CL;60;4;si;no;no;2025;March;Sat;7.0;Moderado
Noche;No;No;Heridos;Choque;CL 60 CR 38;CL;60;CR;38;1;si;no;no;2025;April;Sat;5.67;Bajo
Noche;No;No;Heridos;Atropello;CR 38 CL 60 39;CR;38;CL;60;1;si;no;no;2018;December;Wed;7.0;Moderado
Tarde;No;No;Heridos;Choque;CL 60 CR 41;CL;60;CR;41;1;si;no;no;2018;March;Thu;5.33;Bajo
Morning;Si;No;Heridos;Atropello;CR 41 CL 60;CR;41;CL;60;2;si;no;no;2019;February;Mon;10.33;Alto
Tarde;No;No;Material;Choque;CR 41 CL 60;CR;41;CL;60;2;no;no;no;2019;May;Sun;5.33;Bajo
Tarde;No;No;Heridos;Choque;CR 41 CL 60;CR;41;CL;60;1;si;no;no;2022;November;Wed;5.33;Bajo
Tarde;No;No;Heridos;Choque;CR 43 CL 60;CR;43;CL;60;5;si;no;no;2018;January;Wed;7.33;Moderado
Tarde;No;No;Material;Choque;CR 43 CL 60;CR;43;CL;60;3;no;no;no;2018;January;Wed;6.33;Moderado
Noche;No;No;Material;Choque;CL 60 CR 43;CL;60;CR;43;2;no;no;no;2019;August;Sun;5.67;Bajo
Morning;No;No;Heridos;Choque;CR 43 CL 60;CR;43;CL;60;1;si;no;no;2020;January;Sat;5.0;Bajo
Morning;No;No;Heridos;Choque;CL 60 CR 43;CL;60;CR;43;2;si;no;no;2020;March;Fri;6.0;Bajo
Morning;No;No;Material;Choque;CR 43 CL 60;CR;43;CL;60;5;no;no;no;2020;October;Thu;6.0;Bajo
Tarde;No;No;Material;Choque;CR 43 CL 60;CR;43;CL;60;5;no;no;no;2021;April;Fri;6.33;Moderado
Morning;No;No;Material;Choque;CR 43 CL 60;CR;43;CL;60;5;no;no;no;2021;June;Tue;6.0;Bajo
Tarde;No;Si;Material;Choque;CR 43 CL 60;CR;43;CL;60;5;no;no;no;2021;August;Thu;9.33;Moderado
Tarde;No;No;Heridos;Choque;CR 43 CL 60;CR;43;CL;60;3;si;no;no;2024;July;Wed;7.33;Moderado
Morning;Si;No;Heridos;Choque;CR 43 CL 60;CR;43;CL;60;3;si;no;no;2025;February;Fri;10.0;Moderado
Morning;No;No;Heridos;Choque;CL 60 CR 43;CL;60;CR;43;1;si;no;no;2025;April;Sat;5.0;Bajo
Morning;Si;No;Material;Choque;CR 43 CL 60 61;CR;43;CL;60;1;no;no;no;2018;March;Mon;7.0;Moderado
Noche;No;No;Material;Choque;CR 44 CL 60;CR;44;CL;60;1;no;no;no;2018;May;Tue;4.67;Bajo
Noche;No;No;Material;Choque;CR 44 CL 60;CR;44;CL;60;3;no;no;no;2019;January;Thu;6.67;Moderado
Morning;No;No;Material;Choque;CR 44 CL 60;CR;44;CL;60;3;no;no;no;2019;March;Mon;6.0;Bajo
Tarde;No;No;Heridos;Choque;CR 44 CL 60;CR;44;CL;60;3;si;no;no;2021;February;Wed;7.33;Moderado
Noche;No;Si;Heridos;Choque;CL 60 CR 44;CL;60;CR;44;1;si;no;no;2022;February;Wed;8.67;Moderado
Morning;No;No;Heridos;Choque;CR 44 CL 60;CR;44;CL;60;1;si;no;no;2025;May;Mon;5.0;Bajo
Tarde;No;No;Heridos;Choque;CR 44 CL 60 59;CR;44;CL;60;1;si;no;no;2022;April;Mon;5.33;Bajo
Noche;No;No;Heridos;Atropello;CL 60 CR 44B;CL;60;CR;44B;2;si;no;no;2019;October;Thu;8.0;Moderado
Tarde;No;No;Material;Choque;CL 60 CR 44B;CL;60;CR;44B;2;no;no;no;2020;February;Sat;5.33;Bajo
Morning;No;No;Material;Choque;CL 60 CR 45;CL;60;CR;45;2;no;no;no;2018;October;Thu;5.0;Bajo
Tarde;No;No;Material;Choque;CR 45 CL 60;CR;45;CL;60;1;no;no;no;2020;January;Mon;4.33;Bajo
Tarde;No;No;Material;Choque;CL 60 CR 45;CL;60;CR;45;2;no;no;no;2021;April;Fri;5.33;Bajo
Noche;No;Si;Heridos;Choque;CL 60 CR 46;CL;60;CR;46;1;si;no;no;2018;August;Mon;8.67;Moderado
Tarde;No;No;Heridos;Atropello;CR 46 CL 60;CR;46;CL;60;2;si;no;no;2019;March;Sat;7.67;Moderado
Morning;No;No;Material;Choque;CR 46 CL 60;CR;46;CL;60;2;no;no;no;2021;June;Wed;5.0;Bajo
Morning;No;No;Heridos;Choque;CR 47 CL 60;CR;47;CL;60;1;si;no;no;2019;July;Fri;5.0;Bajo
Tarde;No;No;Heridos;Choque;CR 47 CL 60;CR;47;CL;60;1;si;no;no;2022;October;Wed;5.33;Bajo
Noche;No;No;Material;Choque;CR 50 CL 60;CR;50;CL;60;1;no;no;no;2019;September;Sat;4.67;Bajo
Tarde;No;No;Material;Choque;CR 50 CL 60;CR;50;CL;60;1;no;no;no;2020;March;Tue;4.33;Bajo
Morning;No;No;Material;Choque;CR 53 CL 60;CR;53;CL;60;1;no;no;no;2022;April;Fri;4.0;Bajo
Tarde;No;No;Material;Choque;CR 54 CL 60;CR;54;CL;60;1;no;no;no;2018;February;Wed;4.33;Bajo
Morning;No;No;Material;Choque;CR 54 CL 60;CR;54;CL;60;1;no;no;no;2018;June;Thu;4.0;Bajo
Tarde;No;No;Material;Choque;CL 60 CR 57;CL;60;CR;57;1;no;no;no;2018;May;Sun;4.33;Bajo
Tarde;No;No;Material;Choque;CR 6 CL 60;CR;6;CL;60;1;no;no;no;2018;April;Mon;4.33;Bajo
Noche;No;No;Heridos;Atropello;CL 60 CR 6;CL;60;CR;6;1;si;no;no;2021;April;Mon;7.0;Moderado
Morning;No;No;Material;Choque;CL 60 CR 6 CORDIALIDAD;CL;60;CR;6;2;no;no;no;2020;November;Mon;5.0;Bajo
Noche;No;No;Material;Choque;CL 60 CR 6 CORDIALIDAD;CL;60;CR;6;2;no;no;no;2020;December;Fri;5.67;Bajo
Morning;No;No;Heridos;Choque;CL 60 CR 8;CL;60;CR;8;1;si;no;no;2019;October;Fri;5.0;Bajo
Tarde;No;No;Material;Choque;CL 60 FRENTE 41 118;CL;60;;;1;no;no;no;2019;March;Mon;4.33;Bajo
Noche;No;No;Material;Choque;CL 60 FRENTE AL 43 90;CL;60;;;1;no;no;no;2019;February;Fri;4.67;Bajo
Noche;No;No;Heridos;Caida Ocupante;CL 60B CR 6;CL;60B;CR;6;1;si;no;no;2022;April;Thu;6.33;Moderado
Noche;No;No;Heridos;Choque;CL 60B 5C 12;CL;60B;;;1;si;no;no;2019;December;Fri;5.67;Bajo
Tarde;No;No;Heridos;Choque;CL 60B CR 6;CL;60B;CR;6;1;si;no;no;2018;April;Tue;5.33;Bajo
Tarde;No;No;Heridos;Choque;CR 6 CL 60B;CR;6;CL;60B;3;si;no;no;2019;April;Mon;7.33;Moderado
Morning;No;No;Material;Choque;CR 6 CL 60B;CR;6;CL;60B;3;no;no;no;2019;June;Thu;6.0;Bajo
Morning;No;No;Heridos;Atropello;CR 6 CL 60B;CR;6;CL;60B;3;si;no;no;2020;January;Wed;8.33;Moderado
Noche;No;No;Heridos;Atropello;CR 6A CL 60B;CR;6A;CL;60B;1;si;no;no;2020;February;Sun;7.0;Moderado
Noche;No;No;Heridos;Atropello;CL 60B CR 86;CL;60B;CR;86;1;si;no;no;2018;June;Sat;7.0;Moderado
Noche;No;No;Heridos;Atropello;CL 60B CR 9;CL;60B;CR;9;2;si;no;no;2020;January;Wed;8.0;Moderado
Morning;No;No;Heridos;Atropello;CL 60B CR 9;CL;60B;CR;9;2;si;no;no;2020;April;Wed;7.33;Moderado
Noche;No;Si;Heridos;Caida Ocupante;CR 6 CL 60C;CR;6;CL;60C;1;si;no;no;2022;August;Sat;9.33;Moderado
Tarde;No;No;Material;Choque;CL 61 21 14;CL;61;;;1;no;no;no;2021;October;Fri;4.33;Bajo
Tarde;No;No;Heridos;Choque;CL 61 24 29;CL;61;;;1;si;no;no;2021;December;Tue;5.33;Bajo
Noche;No;Si;Heridos;Choque;CL 61 41 97;CL;61;;;1;si;no;no;2023;January;Tue;8.67;Moderado
Noche;No;No;Material;Choque;CL 61 10 76;CL;61;;;1;no;no;no;2018;December;Sat;4.67;Bajo
Noche;No;Si;Material;Choque;CL 61 41 109;CL;61;;;1;no;no;no;2019;February;Sun;7.67;Moderado
Tarde;No;No;Material;Choque;CL 61 41 59;CL;61;;;1;no;no;no;2018;June;Tue;4.33;Bajo
Morning;Si;No;Muertos;Atropello;CL 61 43 119;CL;61;;;1;no;no;no;2019;September;Mon;10.33;Alto
Noche;No;No;Heridos;Choque;CL 61 CR 12;CL;61;CR;12;1;si;no;no;2022;August;Mon;5.67;Bajo
Morning;Si;No;Heridos;Volcamiento;CL 61 CR 12;CL;61;CR;12;1;si;no;no;2023;November;Thu;8.0;Moderado
Tarde;No;No;Heridos;Choque;CL 61 CR 13;CL;61;CR;13;1;si;no;no;2024;July;Thu;5.33;Bajo
Tarde;No;No;Heridos;Atropello;CR 14 CL 61;CR;14;CL;61;2;si;no;no;2018;March;Fri;7.67;Moderado
Tarde;No;No;Heridos;Choque;CR 14 CL 61;CR;14;CL;61;2;si;no;no;2019;November;Tue;6.33;Moderado
Morning;Si;No;Heridos;Choque;CR 14 CL 61;CR;14;CL;61;2;si;no;no;2022;June;Sat;9.0;Moderado
Morning;Si;No;Heridos;Choque;CR 14 CL 61;CR;14;CL;61;2;si;no;no;2023;May;Tue;9.0;Moderado
Tarde;No;No;Heridos;Choque;CL 61 CR 15;CL;61;CR;15;1;si;no;no;2021;August;Thu;5.33;Bajo
Noche;No;No;Heridos;Choque;CR 15 CL 61;CR;15;CL;61;2;si;no;no;2022;December;Wed;6.67;Moderado
Tarde;No;No;Heridos;Choque;CL 61 CR 15;CL;61;CR;15;1;si;no;no;2024;October;Wed;5.33;Bajo
Noche;No;No;Heridos;Choque;CR 15 CL 61;CR;15;CL;61;2;si;no;no;2024;November;Sun;6.67;Moderado
Noche;No;Si;Heridos;Atropello;CL 61 CR 15 95;CL;61;CR;15;1;si;no;no;2023;April;Sun;10.0;Moderado
Tarde;No;No;Heridos;Atropello;CL 61 CR 20B;CL;61;CR;20B;1;si;no;no;2022;October;Wed;6.67;Moderado
Tarde;No;Si;Material;Choque;CL 61 CR 21;CL;61;CR;21;1;no;no;no;2018;September;Wed;7.33;Moderado
Morning;No;No;Material;Choque;CR 21 CL 61;CR;21;CL;61;1;no;no;no;2019;January;Thu;4.0;Bajo
Tarde;No;No;Material;Choque;CL 61 CR 21B;CL;61;CR;21B;4;no;no;no;2018;March;Sun;6.33;Moderado
Morning;No;No;Material;Choque;CR 21B CL 61;CR;21B;CL;61;2;no;no;no;2018;May;Fri;5.0;Bajo
Noche;No;Si;Material;Choque;CL 61 CR 21B;CL;61;CR;21B;4;no;no;no;2019;June;Tue;9.67;Moderado
Tarde;No;No;Heridos;Choque;CL 61 CR 21B;CL;61;CR;21B;4;si;no;no;2019;June;Wed;7.33;Moderado
Noche;No;No;Material;Choque;CL 61 CR 21B;CL;61;CR;21B;4;no;no;no;2021;June;Fri;6.67;Moderado
Tarde;No;No;Material;Choque;CL 61 CR 21B;CL;61;CR;21B;1;no;no;no;2022;June;Thu;4.33;Bajo
Morning;Si;No;Heridos;Choque;CR 21B CL 61;CR;21B;CL;61;2;si;no;no;2025;February;Thu;9.0;Moderado
Tarde;No;No;Material;Choque;CL 61 CR 23;CL;61;CR;23;6;no;no;no;2018;January;Tue;6.33;Moderado
Noche;No;Si;Heridos;Choque;CL 61 CR 23;CL;61;CR;23;1;si;no;no;2018;January;Thu;8.67;Moderado
Noche;No;No;Material;Choque;CR 23 CL 61;CR;23;CL;61;1;no;no;no;2018;January;Sat;4.67;Bajo
Tarde;No;Si;Heridos;Choque;CL 61 CR 23;CL;61;CR;23;6;si;no;no;2018;October;Thu;10.33;Alto
Tarde;No;No;Material;Choque;CL 61 CR 23;CL;61;CR;23;3;no;no;no;2018;November;Sat;6.33;Moderado
Morning;No;No;Heridos;Choque;CR 23 CL 61;CR;23;CL;61;2;si;no;no;2019;January;Sat;6.0;Bajo
Morning;Si;No;Heridos;Choque;CL 61 CR 23;CL;61;CR;23;6;si;no;no;2019;January;Wed;10.0;Moderado
Noche;No;No;Material;Choque;CR 23 CL 61;CR;23;CL;61;2;no;no;no;2019;June;Wed;5.67;Bajo
Tarde;No;No;Material;Choque;CL 61 CR 23;CL;61;CR;23;6;no;no;no;2020;June;Fri;6.33;Moderado
Tarde;No;No;Heridos;Choque;CL 61 CR 23;CL;61;CR;23;6;si;no;no;2021;September;Sat;7.33;Moderado
Noche;No;Si;Material;Choque;CR 23 CL 61;CR;23;CL;61;1;no;no;no;2021;September;Tue;7.67;Moderado
Noche;No;No;Material;Choque;CL 61 CR 23;CL;61;CR;23;6;no;no;no;2021;October;Sat;6.67;Moderado
Morning;Si;No;Heridos;Choque;CR 23 CL 61;CR;23;CL;61;1;si;no;no;2022;October;Tue;8.0;Moderado
Morning;Si;No;Heridos;Choque;CL 61 CR 23;CL;61;CR;23;1;si;no;no;2024;June;Mon;8.0;Moderado
Noche;No;No;Heridos;Choque;CL 61 CR 23;CL;61;CR;23;3;si;no;no;2025;January;Sat;7.67;Moderado
Tarde;No;No;Heridos;Choque;CL 61 CR 23;CL;61;CR;23;3;si;no;no;2025;April;Thu;7.33;Moderado
Noche;No;No;Material;Choque;CR 24 CL 61;CR;24;CL;61;1;no;no;no;2021;July;Sat;4.67;Bajo
Morning;Si;No;Material;Choque;CL 61 CR 24;CL;61;CR;24;1;no;no;no;2022;March;Thu;7.0;Moderado
Morning;No;No;Heridos;Choque;CR 24 CL 61;CR;24;CL;61;1;si;no;no;2023;April;Tue;5.0;Bajo
